"ID","degree","eigen_clust","walk_clust","url"
"doi:10.18739/A2TT4FS41",23,3,26,"https://arcticdata.io/catalog/view/doi:10.18739/A2TT4FS41"
"doi:10.18739/A2TT4FS5H",29,17,236,"https://arcticdata.io/catalog/view/doi:10.18739/A2TT4FS5H"
"doi:10.18739/A2TT4FS60",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2TT4FS60"
"doi:10.18739/A2TT4FS7G",6,91,220,"https://arcticdata.io/catalog/view/doi:10.18739/A2TT4FS7G"
"doi:10.18739/A2TV54",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2TV54"
"doi:10.18739/A2TV6H",2,106,223,"https://arcticdata.io/catalog/view/doi:10.18739/A2TV6H"
"doi:10.18739/A2TV7W",6,54,111,"https://arcticdata.io/catalog/view/doi:10.18739/A2TV7W"
"doi:10.18739/A2TV88",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2TV88"
"doi:10.18739/A2TW0K",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2TW0K"
"doi:10.18739/A2TW1Z",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2TW1Z"
"doi:10.18739/A2TW3Q",10,170,42,"https://arcticdata.io/catalog/view/doi:10.18739/A2TW3Q"
"doi:10.18739/A2TW6V",20,45,105,"https://arcticdata.io/catalog/view/doi:10.18739/A2TW6V"
"doi:10.18739/A2TW8M",12,8,157,"https://arcticdata.io/catalog/view/doi:10.18739/A2TW8M"
"doi:10.18739/A2TX0X",13,170,73,"https://arcticdata.io/catalog/view/doi:10.18739/A2TX0X"
"doi:10.18739/A2TX35587",5,170,177,"https://arcticdata.io/catalog/view/doi:10.18739/A2TX35587"
"doi:10.18739/A2TZ55",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2TZ55"
"doi:10.18739/A2TZ7X",2,74,9,"https://arcticdata.io/catalog/view/doi:10.18739/A2TZ7X"
"doi:10.18739/A2V019",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2V019"
"doi:10.18739/A2V02P",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2V02P"
"doi:10.18739/A2V08Z",28,170,59,"https://arcticdata.io/catalog/view/doi:10.18739/A2V08Z"
"doi:10.18739/A2V09B",7,92,108,"https://arcticdata.io/catalog/view/doi:10.18739/A2V09B"
"doi:10.18739/A2V11VK2K",100,168,8,"https://arcticdata.io/catalog/view/doi:10.18739/A2V11VK2K"
"doi:10.18739/A2V11VK32",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2V11VK32"
"doi:10.18739/A2V11VK4J",19,170,76,"https://arcticdata.io/catalog/view/doi:10.18739/A2V11VK4J"
"doi:10.18739/A2V210",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2V210"
"doi:10.18739/A2V244",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2V244"
"doi:10.18739/A2V30Z",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2V30Z"
"doi:10.18739/A2V34G",14,170,74,"https://arcticdata.io/catalog/view/doi:10.18739/A2V34G"
"doi:10.18739/A2V37M",21,28,237,"https://arcticdata.io/catalog/view/doi:10.18739/A2V37M"
"doi:10.18739/A2V40JZ3X",25,170,31,"https://arcticdata.io/catalog/view/doi:10.18739/A2V40JZ3X"
"doi:10.18739/A2V40JZ6C",1,133,212,"https://arcticdata.io/catalog/view/doi:10.18739/A2V40JZ6C"
"doi:10.18739/A2V53S",5,71,131,"https://arcticdata.io/catalog/view/doi:10.18739/A2V53S"
"doi:10.18739/A2V55J",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2V55J"
"doi:10.18739/A2V58P",9,12,127,"https://arcticdata.io/catalog/view/doi:10.18739/A2V58P"
"doi:10.18739/A2V592",26,4,225,"https://arcticdata.io/catalog/view/doi:10.18739/A2V592"
"doi:10.18739/A2V600",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2V600"
"doi:10.18739/A2V64H",7,69,91,"https://arcticdata.io/catalog/view/doi:10.18739/A2V64H"
"doi:10.18739/A2V65W",14,88,80,"https://arcticdata.io/catalog/view/doi:10.18739/A2V65W"
"doi:10.18739/A2V698B63",7,2,231,"https://arcticdata.io/catalog/view/doi:10.18739/A2V698B63"
"doi:10.18739/A2V698B7K",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2V698B7K"
"doi:10.18739/A2V85K",30,33,119,"https://arcticdata.io/catalog/view/doi:10.18739/A2V85K"
"doi:10.18739/A2V86Z",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2V86Z"
"doi:10.18739/A2V91D",45,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2V91D"
"doi:10.18739/A2V92S",2,116,200,"https://arcticdata.io/catalog/view/doi:10.18739/A2V92S"
"doi:10.18739/A2V97ZR04",33,7,128,"https://arcticdata.io/catalog/view/doi:10.18739/A2V97ZR04"
"doi:10.18739/A2VB8D",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2VB8D"
"doi:10.18739/A2VC13",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2VC13"
"doi:10.18739/A2VC3V",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2VC3V"
"doi:10.18739/A2VC5M",19,9,138,"https://arcticdata.io/catalog/view/doi:10.18739/A2VC5M"
"doi:10.18739/A2VC8R",2,120,171,"https://arcticdata.io/catalog/view/doi:10.18739/A2VC8R"
"doi:10.18739/A2VD1F",32,170,25,"https://arcticdata.io/catalog/view/doi:10.18739/A2VD1F"
"doi:10.18739/A2VD36",12,170,57,"https://arcticdata.io/catalog/view/doi:10.18739/A2VD36"
"doi:10.18739/A2VD6P42C",9,12,127,"https://arcticdata.io/catalog/view/doi:10.18739/A2VD6P42C"
"doi:10.18739/A2VD6P43V",2,118,207,"https://arcticdata.io/catalog/view/doi:10.18739/A2VD6P43V"
"doi:10.18739/A2VD6P44B",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2VD6P44B"
"doi:10.18739/A2VF6P",20,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2VF6P"
"doi:10.18739/A2VF9T",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2VF9T"
"doi:10.18739/A2VG48",19,3,26,"https://arcticdata.io/catalog/view/doi:10.18739/A2VG48"
"doi:10.18739/A2VG5N",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2VG5N"
"doi:10.18739/A2VG61",3,80,243,"https://arcticdata.io/catalog/view/doi:10.18739/A2VG61"
"doi:10.18739/A2VH1G",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2VH1G"
"doi:10.18739/A2VH37",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2VH37"
"doi:10.18739/A2VH5CH5P",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2VH5CH5P"
"doi:10.18739/A2VJ73",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2VJ73"
"doi:10.18739/A2VJ8G",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2VJ8G"
"doi:10.18739/A2VJ9V",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2VJ9V"
"doi:10.18739/A2VK0S",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2VK0S"
"doi:10.18739/A2VK3X",21,29,17,"https://arcticdata.io/catalog/view/doi:10.18739/A2VK3X"
"doi:10.18739/A2VK5P",2,99,84,"https://arcticdata.io/catalog/view/doi:10.18739/A2VK5P"
"doi:10.18739/A2VK8T",10,14,110,"https://arcticdata.io/catalog/view/doi:10.18739/A2VK8T"
"doi:10.18739/A2VM1H",38,16,235,"https://arcticdata.io/catalog/view/doi:10.18739/A2VM1H"
"doi:10.18739/A2VM42W80",4,57,101,"https://arcticdata.io/catalog/view/doi:10.18739/A2VM42W80"
"doi:10.18739/A2VM42X0K",29,17,236,"https://arcticdata.io/catalog/view/doi:10.18739/A2VM42X0K"
"doi:10.18739/A2VN74",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2VN74"
"doi:10.18739/A2VP16",16,172,5,"https://arcticdata.io/catalog/view/doi:10.18739/A2VP16"
"doi:10.18739/A2VP3Z",19,38,109,"https://arcticdata.io/catalog/view/doi:10.18739/A2VP3Z"
"doi:10.18739/A2VP63",12,170,57,"https://arcticdata.io/catalog/view/doi:10.18739/A2VP63"
"doi:10.18739/A2VQ05",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2VQ05"
"doi:10.18739/A2VQ1J",38,16,235,"https://arcticdata.io/catalog/view/doi:10.18739/A2VQ1J"
"doi:10.18739/A2VQ2S93X",2,118,207,"https://arcticdata.io/catalog/view/doi:10.18739/A2VQ2S93X"
"doi:10.18739/A2VQ2S94D",12,170,32,"https://arcticdata.io/catalog/view/doi:10.18739/A2VQ2S94D"
"doi:10.18739/A2VQ2X",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2VQ2X"
"doi:10.18739/A2VR6S",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2VR6S"
"doi:10.18739/A2VR75",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2VR75"
"doi:10.18739/A2VR9X",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2VR9X"
"doi:10.18739/A2VS2M",7,29,17,"https://arcticdata.io/catalog/view/doi:10.18739/A2VS2M"
"doi:10.18739/A2VS7H",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2VS7H"
"doi:10.18739/A2VS8W",22,36,152,"https://arcticdata.io/catalog/view/doi:10.18739/A2VS8W"
"doi:10.18739/A2VS98",28,170,59,"https://arcticdata.io/catalog/view/doi:10.18739/A2VS98"
"doi:10.18739/A2VT1GP67",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2VT1GP67"
"doi:10.18739/A2VV6T",3,26,93,"https://arcticdata.io/catalog/view/doi:10.18739/A2VV6T"
"doi:10.18739/A2VV76",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2VV76"
"doi:10.18739/A2VV8K",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2VV8K"
"doi:10.18739/A2VV9Z",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2VV9Z"
"doi:10.18739/A2VW18",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2VW18"
"doi:10.18739/A2VW5S",20,45,105,"https://arcticdata.io/catalog/view/doi:10.18739/A2VW5S"
"doi:10.18739/A2VW99",19,167,24,"https://arcticdata.io/catalog/view/doi:10.18739/A2VW99"
"doi:10.18739/A2VX06270",1,167,24,"https://arcticdata.io/catalog/view/doi:10.18739/A2VX06270"
"doi:10.18739/A2VZ3Q",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2VZ3Q"
"doi:10.18739/A2W01M",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2W01M"
"doi:10.18739/A2W020",7,25,115,"https://arcticdata.io/catalog/view/doi:10.18739/A2W020"
"doi:10.18739/A2W03C",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2W03C"
"doi:10.18739/A2W07W",28,170,59,"https://arcticdata.io/catalog/view/doi:10.18739/A2W07W"
"doi:10.18739/A2W08WG28",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2W08WG28"
"doi:10.18739/A2W08WG3R",1,128,102,"https://arcticdata.io/catalog/view/doi:10.18739/A2W08WG3R"
"doi:10.18739/A2W09N",25,59,245,"https://arcticdata.io/catalog/view/doi:10.18739/A2W09N"
"doi:10.18739/A2W24F",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2W24F"
"doi:10.18739/A2W266",1,130,204,"https://arcticdata.io/catalog/view/doi:10.18739/A2W266"
"doi:10.18739/A2W28Z",44,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2W28Z"
"doi:10.18739/A2W29B",68,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2W29B"
"doi:10.18739/A2W31N",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2W31N"
"doi:10.18739/A2W355",14,170,74,"https://arcticdata.io/catalog/view/doi:10.18739/A2W355"
"doi:10.18739/A2W37X",21,28,237,"https://arcticdata.io/catalog/view/doi:10.18739/A2W37X"
"doi:10.18739/A2W50Z",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2W50Z"
"doi:10.18739/A2W533",3,26,93,"https://arcticdata.io/catalog/view/doi:10.18739/A2W533"
"doi:10.18739/A2W54G",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2W54G"
"doi:10.18739/A2W567",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2W567"
"doi:10.18739/A2W580",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2W580"
"doi:10.18739/A2W59C",26,4,225,"https://arcticdata.io/catalog/view/doi:10.18739/A2W59C"
"doi:10.18739/A2W66976B",5,169,37,"https://arcticdata.io/catalog/view/doi:10.18739/A2W66976B"
"doi:10.18739/A2W66979S",109,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2W66979S"
"doi:10.18739/A2W78P",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2W78P"
"doi:10.18739/A2W81C",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2W81C"
"doi:10.18739/A2W84H",12,31,229,"https://arcticdata.io/catalog/view/doi:10.18739/A2W84H"
"doi:10.18739/A2W87N",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2W87N"
"doi:10.18739/A2W89D",24,32,249,"https://arcticdata.io/catalog/view/doi:10.18739/A2W89D"
"doi:10.18739/A2W923",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2W923"
"doi:10.18739/A2W94V",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2W94V"
"doi:10.18739/A2W950M9N",26,29,17,"https://arcticdata.io/catalog/view/doi:10.18739/A2W950M9N"
"doi:10.18739/A2W957",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2W957"
"doi:10.18739/A2WC35",30,33,119,"https://arcticdata.io/catalog/view/doi:10.18739/A2WC35"
"doi:10.18739/A2WC69",19,3,26,"https://arcticdata.io/catalog/view/doi:10.18739/A2WC69"
"doi:10.18739/A2WD1R",95,169,37,"https://arcticdata.io/catalog/view/doi:10.18739/A2WD1R"
"doi:10.18739/A2WD24",33,170,25,"https://arcticdata.io/catalog/view/doi:10.18739/A2WD24"
"doi:10.18739/A2WD3Q12M",7,89,233,"https://arcticdata.io/catalog/view/doi:10.18739/A2WD3Q12M"
"doi:10.18739/A2WD3Q133",44,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2WD3Q133"
"doi:10.18739/A2WD3Q14K",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2WD3Q14K"
"doi:10.18739/A2WG1F",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2WG1F"
"doi:10.18739/A2WG2T",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2WG2T"
"doi:10.18739/A2WH1S",4,44,99,"https://arcticdata.io/catalog/view/doi:10.18739/A2WH1S"
"doi:10.18739/A2WH3J",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2WH3J"
"doi:10.18739/A2WH4X",25,59,245,"https://arcticdata.io/catalog/view/doi:10.18739/A2WH4X"
"doi:10.18739/A2WJ8S",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2WJ8S"
"doi:10.18739/A2WJ95",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2WJ95"
"doi:10.18739/A2WK1G",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2WK1G"
"doi:10.18739/A2WK4M",20,173,55,"https://arcticdata.io/catalog/view/doi:10.18739/A2WK4M"
"doi:10.18739/A2WK50",30,169,37,"https://arcticdata.io/catalog/view/doi:10.18739/A2WK50"
"doi:10.18739/A2WK9H",22,36,152,"https://arcticdata.io/catalog/view/doi:10.18739/A2WK9H"
"doi:10.18739/A2WM13T2S",2,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2WM13T2S"
"doi:10.18739/A2WM1T",38,16,235,"https://arcticdata.io/catalog/view/doi:10.18739/A2WM1T"
"doi:10.18739/A2WN7F",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2WN7F"
"doi:10.18739/A2WN8T",7,35,100,"https://arcticdata.io/catalog/view/doi:10.18739/A2WN8T"
"doi:10.18739/A2WP2W",7,29,17,"https://arcticdata.io/catalog/view/doi:10.18739/A2WP2W"
"doi:10.18739/A2WP51",10,170,42,"https://arcticdata.io/catalog/view/doi:10.18739/A2WP51"
"doi:10.18739/A2WP9T61N",2,39,175,"https://arcticdata.io/catalog/view/doi:10.18739/A2WP9T61N"
"doi:10.18739/A2WP9T63M",12,58,167,"https://arcticdata.io/catalog/view/doi:10.18739/A2WP9T63M"
"doi:10.18739/A2WR3Z",33,170,35,"https://arcticdata.io/catalog/view/doi:10.18739/A2WR3Z"
"doi:10.18739/A2WR4B",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2WR4B"
"doi:10.18739/A2WR63",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2WR63"
"doi:10.18739/A2WR7G",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2WR7G"
"doi:10.18739/A2WS39",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2WS39"
"doi:10.18739/A2WS8HK6X",2,112,144,"https://arcticdata.io/catalog/view/doi:10.18739/A2WS8HK6X"
"doi:10.18739/A2WS8HK7D",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2WS8HK7D"
"doi:10.18739/A2WT0H",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2WT0H"
"doi:10.18739/A2WT1W",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2WT1W"
"doi:10.18739/A2WV5R",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2WV5R"
"doi:10.18739/A2WV64",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2WV64"
"doi:10.18739/A2WV7H",30,33,119,"https://arcticdata.io/catalog/view/doi:10.18739/A2WV7H"
"doi:10.18739/A2WV8W",4,171,90,"https://arcticdata.io/catalog/view/doi:10.18739/A2WV8W"
"doi:10.18739/A2WW2Z",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2WW2Z"
"doi:10.18739/A2WW53",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2WW53"
"doi:10.18739/A2WW76Z78",5,41,75,"https://arcticdata.io/catalog/view/doi:10.18739/A2WW76Z78"
"doi:10.18739/A2WW7700R",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2WW7700R"
"doi:10.18739/A2WW7V",28,170,59,"https://arcticdata.io/catalog/view/doi:10.18739/A2WW7V"
"doi:10.18739/A2WZ18",109,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2WZ18"
"doi:10.18739/A2WZ4D",4,115,190,"https://arcticdata.io/catalog/view/doi:10.18739/A2WZ4D"
"doi:10.18739/A2WZ5S",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2WZ5S"
"doi:10.18739/A2WZ7J",4,50,210,"https://arcticdata.io/catalog/view/doi:10.18739/A2WZ7J"
"doi:10.18739/A2X029",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2X029"
"doi:10.18739/A2X05F",6,54,111,"https://arcticdata.io/catalog/view/doi:10.18739/A2X05F"
"doi:10.18739/A2X076",49,167,16,"https://arcticdata.io/catalog/view/doi:10.18739/A2X076"
"doi:10.18739/A2X08K",92,169,37,"https://arcticdata.io/catalog/view/doi:10.18739/A2X08K"
"doi:10.18739/A2X09Z",25,59,245,"https://arcticdata.io/catalog/view/doi:10.18739/A2X09Z"
"doi:10.18739/A2X24R",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2X24R"
"doi:10.18739/A2X254",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2X254"
"doi:10.18739/A2X29N",77,172,15,"https://arcticdata.io/catalog/view/doi:10.18739/A2X29N"
"doi:10.18739/A2X31Z",53,23,113,"https://arcticdata.io/catalog/view/doi:10.18739/A2X31Z"
"doi:10.18739/A2X343",1,132,182,"https://arcticdata.io/catalog/view/doi:10.18739/A2X343"
"doi:10.18739/A2X34MR3V",1,46,12,"https://arcticdata.io/catalog/view/doi:10.18739/A2X34MR3V"
"doi:10.18739/A2X34MR5T",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2X34MR5T"
"doi:10.18739/A2X35G",14,88,80,"https://arcticdata.io/catalog/view/doi:10.18739/A2X35G"
"doi:10.18739/A2X38M",2,125,135,"https://arcticdata.io/catalog/view/doi:10.18739/A2X38M"
"doi:10.18739/A2X508",109,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2X508"
"doi:10.18739/A2X521",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2X521"
"doi:10.18739/A2X53D",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2X53D"
"doi:10.18739/A2X555",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2X555"
"doi:10.18739/A2X57X",8,43,246,"https://arcticdata.io/catalog/view/doi:10.18739/A2X57X"
"doi:10.18739/A2X589",44,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2X589"
"doi:10.18739/A2X60M",26,4,225,"https://arcticdata.io/catalog/view/doi:10.18739/A2X60M"
"doi:10.18739/A2X81P",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2X81P"
"doi:10.18739/A2X856",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2X856"
"doi:10.18739/A2X87Z",27,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2X87Z"
"doi:10.18739/A2X88B",24,32,249,"https://arcticdata.io/catalog/view/doi:10.18739/A2X88B"
"doi:10.18739/A2X921H9W",33,7,128,"https://arcticdata.io/catalog/view/doi:10.18739/A2X921H9W"
"doi:10.18739/A2X92D",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2X92D"
"doi:10.18739/A2X93S",14,170,48,"https://arcticdata.io/catalog/view/doi:10.18739/A2X93S"
"doi:10.18739/A2XB9D",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2XB9D"
"doi:10.18739/A2XC0B",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2XC0B"
"doi:10.18739/A2XC1Q",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2XC1Q"
"doi:10.18739/A2XC4V",20,45,105,"https://arcticdata.io/catalog/view/doi:10.18739/A2XC4V"
"doi:10.18739/A2XC57",19,3,26,"https://arcticdata.io/catalog/view/doi:10.18739/A2XC57"
"doi:10.18739/A2XC6M",19,38,109,"https://arcticdata.io/catalog/view/doi:10.18739/A2XC6M"
"doi:10.18739/A2XC9R",7,69,91,"https://arcticdata.io/catalog/view/doi:10.18739/A2XC9R"
"doi:10.18739/A2XD0P",34,170,25,"https://arcticdata.io/catalog/view/doi:10.18739/A2XD0P"
"doi:10.18739/A2XD0QX2F",50,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2XD0QX2F"
"doi:10.18739/A2XD12",11,10,238,"https://arcticdata.io/catalog/view/doi:10.18739/A2XD12"
"doi:10.18739/A2XF82",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2XF82"
"doi:10.18739/A2XF9F",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2XF9F"
"doi:10.18739/A2XG0C",2,53,122,"https://arcticdata.io/catalog/view/doi:10.18739/A2XG0C"
"doi:10.18739/A2XG1R",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2XG1R"
"doi:10.18739/A2XG24",6,101,41,"https://arcticdata.io/catalog/view/doi:10.18739/A2XG24"
"doi:10.18739/A2XG6N",2,51,140,"https://arcticdata.io/catalog/view/doi:10.18739/A2XG6N"
"doi:10.18739/A2XG8D",34,170,25,"https://arcticdata.io/catalog/view/doi:10.18739/A2XG8D"
"doi:10.18739/A2XH2G",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2XH2G"
"doi:10.18739/A2XH3V",12,8,157,"https://arcticdata.io/catalog/view/doi:10.18739/A2XH3V"
"doi:10.18739/A2XH47",97,5,51,"https://arcticdata.io/catalog/view/doi:10.18739/A2XH47"
"doi:10.18739/A2XJ9G",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2XJ9G"
"doi:10.18739/A2XK0D",45,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2XK0D"
"doi:10.18739/A2XK59",92,169,37,"https://arcticdata.io/catalog/view/doi:10.18739/A2XK59"
"doi:10.18739/A2XK6P",2,97,170,"https://arcticdata.io/catalog/view/doi:10.18739/A2XK6P"
"doi:10.18739/A2XK84P8X",4,57,101,"https://arcticdata.io/catalog/view/doi:10.18739/A2XK84P8X"
"doi:10.18739/A2XK84P9D",29,17,236,"https://arcticdata.io/catalog/view/doi:10.18739/A2XK84P9D"
"doi:10.18739/A2XK9T",76,19,165,"https://arcticdata.io/catalog/view/doi:10.18739/A2XK9T"
"doi:10.18739/A2XM0R",22,36,152,"https://arcticdata.io/catalog/view/doi:10.18739/A2XM0R"
"doi:10.18739/A2XM14",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2XM14"
"doi:10.18739/A2XN7R",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2XN7R"
"doi:10.18739/A2XN84",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2XN84"
"doi:10.18739/A2XN9H",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2XN9H"
"doi:10.18739/A2XP3K",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2XP3K"
"doi:10.18739/A2XP6V31W",4,57,101,"https://arcticdata.io/catalog/view/doi:10.18739/A2XP6V31W"
"doi:10.18739/A2XP73",20,45,105,"https://arcticdata.io/catalog/view/doi:10.18739/A2XP73"
"doi:10.18739/A2XP9V",8,56,142,"https://arcticdata.io/catalog/view/doi:10.18739/A2XP9V"
"doi:10.18739/A2XR51",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2XR51"
"doi:10.18739/A2XR6D",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2XR6D"
"doi:10.18739/A2XR7S",315,6,43,"https://arcticdata.io/catalog/view/doi:10.18739/A2XR7S"
"doi:10.18739/A2XS3M",53,22,244,"https://arcticdata.io/catalog/view/doi:10.18739/A2XS3M"
"doi:10.18739/A2XS5C",6,54,111,"https://arcticdata.io/catalog/view/doi:10.18739/A2XS5C"
"doi:10.18739/A2XS5JG5P",50,171,52,"https://arcticdata.io/catalog/view/doi:10.18739/A2XS5JG5P"
"doi:10.18739/A2XS5JG84",109,8,62,"https://arcticdata.io/catalog/view/doi:10.18739/A2XS5JG84"
"doi:10.18739/A2XS74",45,13,1,"https://arcticdata.io/catalog/view/doi:10.18739/A2XS74"
"doi:10.18739/A2XS9W",80,15,133,"https://arcticdata.io/catalog/view/doi:10.18739/A2XS9W"
"doi:10.18739/A2XT0T",14,64,232,"https://arcticdata.io/catalog/view/doi:10.18739/A2XT0T"
"doi:10.18739/A2XV52",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2XV52"
"doi:10.18739/A2XV6F",331,11,82,"https://arcticdata.io/catalog/view/doi:10.18739/A2XV6F"
