"ID","degree","eigen_clust","walk_clust","LastName","ORCID"
"189a4c11-8d1a-45ac-87f1-ee1aff57ef49",4,1,24,"Post",""
"18f54473-a8a9-4c67-9df1-744daa0fbba4",13,249,250,"Wahl",""
"1924620e-f759-47ce-8b1f-b9860575b48d",2,231,51,"Boulter",""
"194b2697-def8-413c-8ef7-01dc32213d0c",4,1,24,"Hauer",""
"1964f44d-7e60-47af-90c4-f3bd5cf94d9c",4,1,24,"Hauer",""
"19659c3b-6270-4e7e-9b32-44d85c38a235",7,62,7,"Kade",""
"1979ec67-8375-493c-bd28-c5ce45065a17",4,131,322,"Perovich",""
"19945e19-1f12-4ad8-a0e3-56527738796b",16,285,3,"Overeem",""
"19abc329-20f8-4964-a73a-f77ba2de9462",4,1,24,"Post",""
"19c34bf5-7838-4938-8ce1-4278f4000cf9",3,1,11,"Stossmeister",""
"19c7ac22-8553-43b1-adc9-90eb53538229",4,1,24,"Post",""
"1a0067ad-0a10-4cf7-b85a-43c0142f64ee",4,3,45,"Sonnerup",""
"1a2a93ed-ba66-4141-9037-b89fafea2b55",1,70,247,"Zhang",""
"1a39a05a-9ebf-47dc-a651-fedc5ffd3ce6",4,283,6,"Beck",""
"1a85ce41-2a62-447c-a0e8-03d873464d3a",1,42,315,"Hawley",""
"1aa6533d-039f-4d7d-a44d-9a206e9e50ff",2,108,157,"Obbard","https://orcid.org/0000-0003-2532-5648"
"1b04e07e-8ccc-4922-9dfe-9e2a35092637",4,1,24,"Post",""
"1b4a9c51-b994-4cf3-82cb-9fa7fa758d6c",4,54,40,"Jones","https://orcid.org/0000-0002-1517-4711"
"1b788e6a-92f7-4487-b63a-4e6a4844a65d",13,269,318,"Priest",""
"1ba0e13b-1504-4d75-ae34-72f1e0887181",3,198,154,"Miller",""
"1badecea-8537-428c-85c3-53b5e7cefa79",4,1,24,"Hauer",""
"1bb76b4e-73fd-423f-82fe-c87eb5dddb30",2,289,6,"Devol",""
"1bc3fae1-dfbf-478d-9ea7-30973e567f9d",4,1,24,"Hauer",""
"1bda0a1d-514b-49b5-b85c-d04f13287e16",2,210,196,"Moore",""
"1bdc608e-4b76-4219-9c3e-7ce4bfa39cd2",3,25,48,"Choi",""
"1be7027d-bb2f-4d2f-bf14-1ffd844a72f5",3,289,32,"Whiteaker",""
"1bf01f0b-f3df-4311-8ff2-1b8ae2b3e3eb",4,1,24,"Post",""
"1c037244-5c32-4615-af04-0687481b66af",1,212,285,"Bahr",""
"1c03b474-6775-4ea0-83cc-46e542f1e55c",4,1,24,"Hauer",""
"1c1c9b8f-c231-4e36-bd5f-1c6fc6d4a730",5,174,90,"Quakenbush",""
"1c30682f-c16f-440d-aa94-3bba6696bedb",3,9,242,"Wollheim",""
"1c7c5b62-126e-4d34-8ce3-90bb633fdf0a",4,1,24,"Post",""
"1c8af9ac-0fe2-4619-8a04-47a5e1e2aa2d",4,283,6,"Edwards",""
"1c8de5ff-0705-4c1e-8728-ddecb3dc61a8",4,1,24,"Hauer",""
"1cd00cd8-29ab-4ebc-9b99-ff303b3d758c",4,1,24,"Post",""
"1ce6ef0d-b598-42d2-99b4-85e8fca05f86",45,283,6,"Dai",""
"1cefd5ab-7522-4fcf-b7ab-fcd6c4c19e31",4,1,24,"Hauer",""
"1d222ef0-5ba7-42c3-a2dc-c2d6c34df345",3,57,84,"Lloyd",""
"1d34ae60-d1fd-451e-b0ff-80da690e7518",4,1,24,"Hauer",""
"1d6aa89d-568e-4c33-8819-1801212c8f7f",5,5,263,"Clark",""
"1d9eabcd-caf2-4b4c-974a-6aecc7bcbb1e",1,252,274,"Satterthwaite",""
"1db0550c-ec52-41e7-b318-4e5965ce2a2b",5,254,44,"Weedon",""
"1dff8531-63dc-4d28-9c38-97712d33271e",6,67,261,"B. Spikes",""
"1e4aaded-d4ea-41c5-bcbe-56ae9014fd3c",14,286,6,"Heimann",""
"1e51b91a-57eb-4d86-a6d9-d0a73b05a57b",6,200,172,"Wallenstein",""
"1e75ae7c-a26e-41c1-8a26-4805221e4c6a",4,1,24,"Post",""
"1ea7ed77-734e-44c6-bdea-e0726d8a540d",4,1,24,"Post",""
"1ec48a44-9bcf-43d5-9b68-e4b667fcac6f",4,1,24,"Hauer",""
"1ed3376f-d6c4-48e1-87a0-cbaf0b8d11ca",3,226,217,"Kaufman",""
"1ed58e6f-6157-483f-8e3a-df2f78afd9ca",10,62,7,"Nugteren",""
"1ef0b953-b34a-4315-8895-046c01860a48",7,54,40,"Bondurant",""
"1efd6d36-b99d-4740-9b5c-7b57496c3d76",6,283,6,"Anderson",""
"1f195443-9ebf-4840-bf1d-be6f8f97414c",3,222,281,"Mack",""
"1f45f2cb-6655-4781-be6e-37f0b7d557d1",4,1,24,"Hauer",""
"1f5095f5-69ea-4576-b1e8-f988c13755fc",73,283,6,"Chapin",""
"1f66d2b7-d0ba-4cde-8cee-8de8f0e89465",4,289,1,"Slater",""
"1f76f026-cd7e-4446-b303-09c892e99983",4,1,24,"Hauer",""
"1f7e7cd2-cc54-4a66-bf18-313fb11d0a9b",4,1,24,"Post",""
"1f99a5a3-edbb-4301-a5df-59d10e560366",4,1,24,"Post",""
"1fd3c590-a7f0-45b7-9cc6-5381c233f94e",4,1,24,"Hauer",""
"201f6cef-ce91-4540-bee7-79815d8a3a34",7,62,7,"Kade",""
"2058ac70-aa53-4328-a298-b434dacf17ca",50,283,6,"Drage",""
"2068e7b2-f2b1-44e1-8749-630d8b0c3375",15,285,3,"Urban",""
"2074dff9-f8cc-412f-b999-179a242ec479",4,1,24,"Hauer",""
"2079e969-d4dc-4c3c-834c-a5e060fd2176",25,62,7,"Edgar",""
"2095a286-96a2-4ee9-a5da-afae74382c69",2,172,26,"Fratantoni",""
"20c763ca-baf4-42e9-8800-b44d89592d07",4,1,24,"Hauer",""
"20ed4920-ea08-4626-8c90-dbf77d1a389a",4,289,6,"Anderson",""
"20f107e2-506d-4414-91cb-1c0dd3d173b4",4,1,24,"Post",""
"2109ef5f-a87f-4a76-b6bf-44139bfd800b",2,140,128,"Ashjian",""
"211c849b-90bd-4744-af52-c54d07092834",1,197,306,"Merrelli",""
"212ea297-e4e2-4b46-8e3f-2ab06df10aa0",4,1,24,"Hauer",""
"2168929d-6f86-4d80-9310-4b79e7fb81ac",3,283,6,"Goering",""
"21770b68-d995-4123-95b5-93a83287759f",2,289,19,"Best",""
"217d7e81-6e86-422e-9d1a-7bb9685372b0",4,1,24,"Post",""
"21806375-54be-469e-b87e-909549e54eff",3,21,10,"Kopec","https://orcid.org/0000-0002-6249-9156"
"21fc061a-6fe6-4e12-be12-095575e5fe58",12,289,32,"Schonberg",""
"221a30d6-1cef-4f69-ab66-8e8ce1c29b02",7,288,50,"DeMarco","https://orcid.org/0000-0003-0375-1929"
